id,gender,class,gpa,scale1,scale2
12262,female,freshman,2.67,2,3
12263,female,junior,3.06,1,9
12264,male,freshman,2.7,2,7
12265,male,freshman,2.76,3,2
12266,male,freshman,2.94,3,7
12267,female,sophomore,2.6,1,2
12268,female,junior,2.94,3,8
12269,male,senior,1.91,3,7
12270,male,senior,2.77,2,4
12271,female,junior,2.2,5,6
12272,female,sophomore,2.82,4,1
12273,male,sophomore,2.68,4,5
12274,female,freshman,2.2,4,4
12275,female,freshman,2.9,1,9
12276,male,senior,3,4,6
12277,male,junior,2.23,3,6
12278,female,sophomore,3.02,3,8
12279,female,freshman,2.53,3,4
12280,female,sophomore,2.31,5,4
12281,male,freshman,2.41,1,4
12282,female,freshman,3.06,3,4
12283,female,senior,2.94,3,3
12284,female,freshman,3.09,2,2
12285,male,freshman,2.74,4,3
12286,female,junior,1.89,2,1
12287,female,sophomore,2.84,4,8
12288,female,senior,3.45,3,3
12289,female,sophomore,2.74,3,9
12290,female,senior,2.75,3,3
12291,female,freshman,2.94,5,9
12292,female,senior,2.59,3,2
12293,female,freshman,3.14,1,5
12294,male,junior,2.27,2,5
12295,male,sophomore,2.65,3,6
12296,female,sophomore,2.45,2,5
12297,male,freshman,3.02,4,8
12298,female,senior,2.82,3,2
12299,female,senior,2.95,4,4
12300,female,junior,2.35,1,4
12301,female,freshman,2.59,2,3
12302,male,senior,3.32,5,9
12303,female,sophomore,2.48,3,7
12304,male,freshman,3.38,1,1
12305,female,senior,2.76,3,1
12306,female,freshman,3.04,1,4
12307,male,junior,2.2,1,7
12308,female,senior,2.85,4,1
12309,male,junior,2.14,4,8
12310,female,freshman,2.53,1,1
12311,female,freshman,2.87,3,4
12312,female,junior,3.35,2,6
12313,female,senior,2.63,1,1
12314,female,freshman,2.86,4,8
12315,male,senior,2.86,5,4
12316,male,sophomore,2.93,3,2
12317,female,senior,3.54,3,4
12318,female,freshman,3.17,3,7
12319,male,freshman,2,4,8
12320,male,junior,2.54,4,8
12321,female,freshman,2.53,2,4
12322,female,senior,2.81,1,7
12323,female,sophomore,2.01,2,1
12324,female,senior,2.94,2,5
12325,male,freshman,2.82,3,3
12326,male,senior,2.59,4,6
12327,female,freshman,2.32,1,9
12328,male,junior,3.17,1,5
12329,male,freshman,2.82,4,9
12330,male,sophomore,3.07,1,9
12331,female,senior,2.3,5,8
12332,male,freshman,1.97,3,1
12333,male,sophomore,2.58,1,1
12334,female,senior,3.04,1,8
12335,female,sophomore,2.8,5,7
12336,female,junior,3.43,2,2
12337,male,senior,2.69,4,9
12338,female,sophomore,3.21,4,9
12339,male,junior,2.68,2,6
12340,female,freshman,2.38,2,4
12341,female,junior,2.6,5,7
12342,female,sophomore,3.4,2,2
12343,female,freshman,2.96,1,5
12344,male,junior,2.7,3,5
12345,male,senior,2.98,3,7
12346,male,sophomore,3.34,1,4
12347,female,sophomore,2.84,2,3
12348,male,sophomore,3.17,4,1
12349,male,junior,2.68,3,3
12350,female,senior,2.87,5,4
12351,male,freshman,2.74,1,1
12352,male,freshman,3.1,3,7
12353,male,freshman,2.53,5,4
12354,female,freshman,3.45,4,1
12355,female,sophomore,2.12,1,3
12356,male,senior,2.42,1,1
12357,male,senior,2.72,5,8
12358,female,freshman,2.49,3,7
12359,male,sophomore,3.24,4,7
12360,male,senior,2.7,3,4
12361,female,junior,3.08,4,2
12362,male,sophomore,2.37,2,9
12363,male,senior,2.93,3,3
12364,female,senior,2.19,1,9
12365,female,sophomore,3.19,1,7
12366,female,freshman,3.45,3,4
12367,female,sophomore,3.47,1,5
12368,male,sophomore,2.75,3,3
12369,male,junior,2.43,3,3
12370,male,senior,1.85,2,3
12371,female,senior,2.84,1,7
12372,male,sophomore,2.99,5,9
12373,male,freshman,3.01,1,4
12374,female,freshman,2.85,4,5
12375,male,junior,2.13,1,3
12376,male,sophomore,3.06,1,4
12377,male,freshman,2.45,1,6
12378,female,sophomore,2.57,2,6
12379,female,sophomore,2.91,4,5
12380,male,freshman,3.37,5,7
12381,female,junior,2.64,4,4
12382,male,junior,3.36,2,9
12383,male,freshman,1.97,2,7
12384,female,junior,3.11,4,7
12385,female,senior,3.3,3,8
12386,male,freshman,2.19,4,7
12387,female,freshman,2.43,5,3
12388,male,junior,2.63,2,3
12389,female,freshman,2.12,1,6
12390,male,sophomore,2.68,3,3
12391,male,senior,2.64,4,8
12392,female,junior,2.55,2,7
12393,female,freshman,2.63,2,6
12394,female,freshman,3.09,4,1
12395,female,senior,3.33,5,7
12396,female,freshman,3.03,5,1
12397,male,freshman,2.87,3,3
12398,female,freshman,3.14,5,3
12399,male,junior,2.65,4,6
12400,male,freshman,2.14,5,3
12401,female,sophomore,2.93,4,6
12402,female,senior,2.45,1,7
12403,female,freshman,2.75,3,7
12404,female,senior,3.1,5,6
12405,male,junior,3.01,3,5
12406,female,sophomore,2.69,3,7
12407,female,senior,3.6,1,1
12408,male,freshman,3.42,3,8
12409,male,senior,3.24,3,9
12410,female,senior,2.7,1,5
12411,female,freshman,2.89,2,9
12412,male,sophomore,2.92,4,8
12413,male,junior,3.03,2,8
12414,male,freshman,3.08,1,3
12415,male,junior,2.52,4,2
12416,female,sophomore,2.7,5,3
12417,female,senior,2.13,2,4
12418,female,sophomore,2.8,5,2
12419,male,sophomore,3.31,3,2
12420,female,senior,3.2,2,3
12421,female,freshman,2.61,3,1
12422,male,freshman,2.67,3,3
12423,male,junior,4,4,8
12424,male,junior,2.22,3,1
12425,female,freshman,2.75,2,6
12426,male,junior,3.01,2,1
12427,female,senior,3.64,1,9
12428,female,sophomore,2.93,4,2
12429,male,senior,1.94,4,9
12430,male,junior,2.05,1,8
12431,male,sophomore,1.85,2,8
12432,female,senior,2.57,2,8
12433,female,freshman,2.84,4,3
12434,male,freshman,3.29,2,8
12435,female,sophomore,2.41,3,3
12436,male,sophomore,2.81,5,9
12437,male,freshman,2.32,1,9
12438,male,freshman,2.39,3,7
12439,male,senior,2.53,1,6
12440,male,junior,2.41,3,6
12441,male,freshman,2.4,2,8
12442,female,senior,3.24,3,4
12443,female,freshman,2.68,2,5
12444,female,sophomore,2.38,2,3
12445,male,sophomore,2.65,3,3
12446,female,freshman,2.55,3,4
12447,male,junior,2.75,2,8
12448,male,freshman,3.34,5,4
12449,male,freshman,2.74,5,5
12450,female,freshman,3.81,3,1
12451,female,junior,2.53,4,8
12452,male,freshman,2.78,4,8
12453,male,senior,3.4,3,4
12454,female,sophomore,2.38,3,6
12455,female,junior,3.24,4,5
12456,female,senior,2.81,4,6
12457,male,senior,2.45,3,1
12458,male,freshman,2.47,3,6
12459,male,junior,2.77,2,6
12460,male,sophomore,2.13,3,5
12461,female,freshman,2.49,2,7
12462,female,freshman,3.32,2,3
12463,female,junior,2.85,4,1
12464,male,junior,2.83,3,7
12465,male,freshman,2.58,5,3
12466,female,sophomore,2.67,4,5
12467,female,sophomore,2.71,3,9
12468,female,senior,2.2,1,8
12469,male,freshman,2.27,5,6
12470,female,senior,2.87,5,5
12471,male,senior,3.06,2,9
12472,female,junior,2.45,4,1
12473,female,sophomore,2.15,4,9
12474,male,junior,2.87,5,7
12475,female,freshman,2.16,1,7
12476,female,freshman,3.45,4,6
12477,male,senior,2.86,1,7
12478,female,senior,2.61,4,1
12479,female,senior,1.93,3,4
12480,male,junior,3.04,4,1
12481,male,sophomore,2.43,3,1
12482,male,junior,3.51,3,4
12483,female,junior,2.41,3,4
12484,female,sophomore,2.34,2,5
12485,male,freshman,3.27,3,7
12486,female,freshman,3.1,2,5
12487,female,senior,2.77,2,7
12488,female,senior,2.3,2,2
12489,male,freshman,2.65,2,3
12490,female,senior,3.14,1,3
12491,female,senior,2.9,5,7
12492,male,senior,2.47,5,8
12493,female,sophomore,2.67,5,7
12494,female,freshman,2.7,3,5
12495,female,junior,2.9,3,1
12496,female,junior,2.78,3,3
12497,male,freshman,3.26,3,1
12498,female,sophomore,2.48,1,2
12499,male,freshman,2.84,2,5
12500,male,freshman,2.47,1,6
12501,male,junior,3,3,4
12502,female,sophomore,2.57,5,5
12503,male,sophomore,1.97,4,1
12504,male,senior,3.24,1,9
12505,male,senior,2.65,3,3
12506,female,freshman,2.4,1,7
12507,male,senior,3.4,2,1
12508,male,freshman,2.94,4,1
12509,female,sophomore,2.04,4,5
12510,male,senior,2.91,4,9
12511,male,freshman,2.32,1,1
12512,male,sophomore,2.77,5,1
12513,male,sophomore,3.2,3,1
12514,female,sophomore,2.61,4,3
12515,female,freshman,3.37,4,6
12516,male,sophomore,2.93,3,1
12517,female,sophomore,2.58,1,8
12518,female,freshman,2.79,4,1
12519,female,senior,2.98,2,4
12520,male,freshman,2.3,3,9
12521,female,sophomore,3.24,4,7
12522,female,junior,2.87,4,6
12523,male,junior,2.23,4,2
12524,female,senior,2.56,2,8
12525,female,sophomore,3.09,1,6
12526,female,freshman,3.23,2,6
12527,male,sophomore,2.53,3,9
12528,female,senior,3.32,2,8
12529,female,junior,3,3,2
12530,male,freshman,2.7,2,2
12531,male,freshman,2.51,2,9
12532,male,junior,3.17,2,4
12533,male,senior,3.29,2,7
12534,male,sophomore,3.07,1,2
12535,female,senior,2.62,1,8
12536,male,senior,1.99,3,9
12537,male,freshman,2.94,3,2
12538,male,junior,2.84,1,4
12539,female,sophomore,2.79,1,7
12540,female,freshman,2.51,1,9
12541,male,sophomore,2.99,1,6
12542,female,sophomore,2.65,4,4
12543,female,sophomore,2.5,4,9
12544,male,senior,2.84,1,9
12545,male,sophomore,2.82,4,1
12546,male,sophomore,2.76,3,4
12547,male,junior,2.15,1,4
12548,female,junior,2.61,3,6
12549,male,sophomore,1.94,2,9
12550,female,sophomore,2.23,2,8
12551,female,sophomore,2.79,2,4
12552,female,sophomore,2.46,3,7
12553,female,senior,3.12,3,9
12554,female,sophomore,3.17,4,8
12555,male,senior,3.21,3,9
12556,female,senior,3.07,4,4
12557,female,sophomore,2.6,2,4
12558,male,sophomore,2.69,2,2
12559,female,sophomore,2.56,3,5
12560,female,senior,2.13,4,3
12561,female,sophomore,2.66,3,3
12562,female,freshman,2.55,2,7
12563,male,freshman,2.23,2,7
12564,male,senior,3.32,1,7
12565,male,sophomore,3.16,4,9
12566,female,freshman,3.31,2,2
12567,female,freshman,2.7,4,4
12568,female,sophomore,2.16,2,1
12569,male,senior,3.22,3,7
12570,male,sophomore,3.05,4,9
12571,male,junior,2.56,3,8
12572,female,senior,2.86,3,4
12573,female,junior,2.61,1,1
12574,male,freshman,3.16,3,7
12575,female,junior,2.68,3,3
12576,male,sophomore,2.96,2,1
12577,male,sophomore,2.93,4,6
12578,female,freshman,2.5,3,2
12579,male,sophomore,3.07,3,4
12580,male,senior,2.8,4,4
12581,male,junior,2.43,2,7
12582,female,junior,3.19,3,6
12583,male,junior,2.88,1,5
12584,male,sophomore,2.94,3,5
12585,male,freshman,2.66,2,4
12586,female,freshman,2.68,3,1
12587,female,junior,1.91,1,3
12588,male,junior,2.3,3,1
12589,male,freshman,3.15,1,6
12590,male,sophomore,3.07,4,8
12591,female,junior,2.95,4,5
12592,female,senior,2.52,1,3
12593,female,senior,3,2,4
12594,male,senior,2.54,5,8
12595,female,junior,3.2,4,3
12596,male,senior,2.06,5,8
12597,male,sophomore,2.89,2,7
12598,female,senior,2.42,3,6
12599,male,sophomore,2.18,5,9
12600,male,sophomore,2.15,3,3
12601,male,senior,2.71,4,1
12602,male,sophomore,3.22,3,2
12603,female,senior,4,5,9
12604,male,freshman,2.57,4,8
12605,male,senior,2.76,3,1
12606,male,senior,3.18,4,8
12607,female,senior,3.13,4,2
12608,female,junior,2.29,3,6
12609,female,freshman,2.22,1,2
12610,female,junior,2.67,3,6
12611,female,junior,3.37,2,1
12612,female,senior,2.69,2,7
12613,male,senior,3.13,4,4
12614,female,freshman,3.28,4,2
12615,female,sophomore,3.08,3,9
12616,female,freshman,2.81,2,3
12617,female,junior,2.6,2,8
12618,female,senior,2.03,3,7
12619,male,sophomore,2.5,3,5
12620,female,sophomore,2.81,2,3
12621,male,senior,2.78,5,6
12622,male,freshman,3.13,1,9
12623,male,senior,2.69,5,6
12624,male,sophomore,2.99,1,8
12625,male,sophomore,2.86,2,2
12626,female,sophomore,2.77,1,8
12627,male,sophomore,2.7,2,7
12628,female,freshman,3.28,3,8
12629,male,junior,3.18,2,1
12630,male,junior,2.7,3,4
12631,female,freshman,2.61,1,9
12632,female,sophomore,3.2,3,6
12633,female,freshman,3.17,3,4
12634,male,freshman,3.13,4,1
12635,male,junior,3.2,2,1
12636,male,freshman,2.1,4,6
12637,female,freshman,2.88,3,4
12638,male,sophomore,2.58,4,5
12639,male,junior,2.76,3,3
12640,female,senior,3.04,2,3
12641,female,senior,2.51,2,3
12642,female,senior,2.57,3,4
12643,male,senior,2.29,5,8
12644,female,junior,2.75,3,3
12645,male,junior,2.46,5,2
12646,female,junior,2.84,4,7
12647,female,junior,2.78,5,6
12648,female,senior,3.06,1,1
12649,female,sophomore,2.97,5,3
12650,male,freshman,3.8,4,4
12651,female,junior,3.09,5,6
12652,female,freshman,2.87,3,9
12653,female,freshman,2.21,3,4
12654,female,junior,3.14,1,5
12655,female,senior,2.49,2,3
12656,male,senior,2.6,4,6
12657,female,freshman,2.84,1,3
12658,female,freshman,2.32,3,2
12659,male,freshman,2.51,2,7
12660,female,senior,2.24,1,3
12661,male,freshman,2.78,3,2
12662,male,senior,2.24,2,1
12663,male,junior,2.14,2,8
12664,female,sophomore,2.94,4,7
12665,female,junior,2.65,3,3
12666,male,sophomore,2.66,3,1
12667,female,senior,2.71,2,5
12668,female,freshman,2.54,3,8
12669,male,freshman,3.31,2,1
12670,male,junior,2.8,1,9
12671,male,junior,2.67,4,4
12672,male,junior,3.08,3,4
12673,male,freshman,2.95,5,7
12674,female,freshman,3.04,4,8
12675,female,sophomore,2.69,4,2
12676,male,junior,2.44,4,8
12677,female,sophomore,3.18,2,6
12678,female,freshman,2.7,3,3
12679,female,senior,2.75,3,9
12680,female,senior,2.71,4,8
12681,female,senior,2.56,4,2
12682,male,junior,2.45,4,7
12683,male,junior,2.73,2,9
12684,male,junior,2.5,5,5
12685,female,freshman,2.87,3,1
12686,female,senior,2.63,4,7
12687,female,senior,2.34,3,1
12688,male,senior,2.27,1,9
12689,female,sophomore,2.77,5,9
12690,female,sophomore,2.91,3,5
12691,male,senior,3.01,1,3
12692,male,freshman,2.56,3,9
12693,female,senior,2.9,4,4
12694,male,junior,2.23,3,7
12695,female,freshman,3.16,1,6
12696,female,junior,2.88,3,7
12697,female,sophomore,3.41,1,6
12698,male,junior,3.15,3,7
12699,female,freshman,3.3,1,8
12700,male,freshman,2.44,1,2
12701,male,freshman,3.14,4,9
12702,male,freshman,2.2,3,6
12703,female,freshman,3.34,1,4
12704,female,sophomore,3.15,2,5
12705,female,junior,2.7,4,9
12706,female,senior,2.48,1,4
12707,female,freshman,2.84,3,4
12708,male,freshman,2.16,3,9
12709,female,junior,2.04,1,6
12710,female,freshman,2.5,5,2
12711,male,junior,2.34,3,8
12712,female,freshman,3.29,3,9
12713,male,sophomore,2.53,3,5
12714,female,junior,2.39,2,1
12715,male,freshman,2.45,1,1
12716,male,senior,2.38,2,5
12717,male,freshman,3.49,3,2
12718,female,sophomore,2.04,1,8
12719,male,freshman,3.13,4,6
12720,female,sophomore,3.21,3,9
12721,male,senior,2.17,4,5
12722,male,freshman,2.57,3,2
12723,female,sophomore,2.8,3,7
12724,male,senior,3.31,4,3
12725,male,sophomore,2.1,3,6
12726,male,junior,2.42,3,2
12727,male,junior,3.31,1,9
12728,female,junior,3.28,1,1
12729,female,freshman,2.16,1,3
12730,female,sophomore,2.5,2,7
12731,female,sophomore,2.53,3,7
12732,female,senior,2.64,3,9
12733,male,freshman,3.17,4,1
12734,female,junior,2.72,4,4
12735,female,senior,2.1,2,3
12736,female,junior,3.11,4,9
12737,female,freshman,2.97,3,5
12738,female,junior,2.43,1,6
12739,female,junior,2.59,5,8
12740,female,senior,3.11,4,6
12741,female,sophomore,3.31,2,8
12742,female,senior,2.89,1,8
12743,female,junior,2.72,3,9
12744,male,sophomore,2.85,4,8
12745,male,freshman,2.43,1,3
12746,female,senior,2.87,1,1
12747,male,sophomore,2.75,2,7
12748,male,freshman,3.09,3,9
12749,female,freshman,2.55,5,7
12750,female,senior,2.86,1,9
12751,male,senior,3.16,2,7
12752,female,freshman,3.19,4,6
12753,male,sophomore,2.73,1,7
12754,female,freshman,2.8,2,5
12755,female,freshman,2.98,3,7
12756,female,senior,3.16,3,8
12757,male,sophomore,2.62,1,7
12758,female,sophomore,2.64,1,3
12759,male,senior,2.05,1,1
12760,female,freshman,2.98,4,3
12761,female,senior,2.62,4,3
12762,female,senior,2.43,3,7
12763,female,freshman,2.63,3,2
12764,female,sophomore,2.37,4,8
12765,female,junior,3.42,4,5
12766,male,senior,2.5,1,8
12767,female,junior,3.05,5,8
12768,female,junior,2.16,5,9
12769,male,junior,2.57,1,5
12770,female,junior,2.08,1,5
12771,female,freshman,2.27,3,4
12772,female,junior,2.42,3,3
12773,female,freshman,3.54,1,7
12774,male,junior,2.78,5,6
12775,male,junior,2.68,2,2
12776,female,sophomore,3.17,5,4
12777,female,sophomore,2.32,4,5
12778,female,junior,2.36,3,9
12779,female,sophomore,2.43,3,2
12780,male,junior,3.02,3,2
12781,female,senior,2.79,5,3
12782,female,junior,3.28,3,9
12783,female,senior,3.1,2,2
12784,female,senior,2.56,1,3
12785,male,sophomore,2.2,4,5
12786,male,junior,1.89,1,2
12787,female,freshman,2.25,2,2
12788,female,freshman,2.88,4,1
12789,male,junior,2.45,4,5
12790,female,junior,2.6,1,4
12791,male,senior,2.58,3,7
12792,female,freshman,2.77,2,4
12793,male,freshman,2.93,1,2
12794,male,senior,2.94,3,4
12795,male,freshman,2.06,2,1
12796,male,senior,2.51,3,3
12797,female,sophomore,2.68,5,1
12798,female,senior,2.98,4,1
12799,male,sophomore,2.92,2,4
12800,female,sophomore,2.62,3,7
12801,female,senior,2.32,2,3
12802,male,freshman,3.29,4,5
12803,male,sophomore,2.64,3,9
12804,female,freshman,2.12,3,6
12805,male,senior,3.03,3,8
12806,male,senior,3.04,2,3
12807,female,sophomore,2.64,5,2
12808,male,junior,2.88,4,6
12809,female,sophomore,2.28,3,1
12810,female,senior,3.02,3,4
12811,female,freshman,2.59,2,1
12812,female,sophomore,2.96,5,4
12813,female,freshman,2.58,3,5
12814,female,sophomore,2.59,4,9
12815,female,sophomore,3.59,1,5
12816,male,junior,2.35,2,8
12817,female,junior,2.65,4,8
12818,male,senior,2.93,2,4
12819,male,freshman,2.58,1,9
12820,female,senior,2.94,2,9
12821,female,senior,2.82,3,6
12822,female,senior,2.73,2,7
12823,male,junior,2.93,1,6
12824,male,sophomore,2.59,3,9
12825,female,sophomore,3.22,3,7
12826,male,sophomore,3.08,2,3
12827,female,junior,3.22,4,6
12828,male,freshman,1.98,2,3
12829,male,junior,2.38,4,1
12830,male,senior,2.38,2,9
12831,male,sophomore,2.56,2,1
12832,female,sophomore,1.87,1,4
12833,female,sophomore,2.3,3,1
12834,male,senior,2.75,1,4
12835,female,senior,2.79,3,9
12836,female,junior,3.09,3,7
12837,male,junior,3.37,4,3
12838,male,junior,2.43,2,4
12839,male,senior,2.99,1,2
12840,female,sophomore,2.85,5,1
12841,male,sophomore,3,4,3
12842,female,junior,3.04,3,6
12843,female,senior,2.31,3,2
12844,male,junior,2.71,4,2
12845,female,freshman,2.12,4,9
12846,male,junior,3.38,5,4
12847,male,freshman,2.59,2,9
12848,female,sophomore,2.88,1,4
12849,male,sophomore,2.75,1,3
12850,female,senior,2.2,4,5
12851,female,senior,2.94,3,3
12852,female,freshman,2.4,3,7
12853,female,senior,2.45,2,8
12854,female,sophomore,3.26,1,6
12855,male,junior,2.53,4,2
12856,male,junior,2.48,4,6
12857,female,sophomore,2.63,2,7
12858,female,senior,2.64,5,6
12859,male,junior,2.79,2,7
12860,female,sophomore,2.72,3,7
12861,male,freshman,2.64,5,1
12862,female,junior,2.59,5,8
12863,female,sophomore,3.21,3,6
12864,female,sophomore,3.28,2,5
12865,female,junior,3.31,3,5
12866,male,senior,2.9,5,6
12867,male,senior,2.83,3,3
12868,female,sophomore,2.8,3,7
12869,female,freshman,2.89,5,6
12870,female,sophomore,2.32,4,4
12871,male,sophomore,2.66,1,1
12872,female,sophomore,2.58,1,1
12873,male,junior,2.31,2,7
12874,male,sophomore,2.98,2,1
12875,female,junior,2.68,4,7
12876,female,freshman,3.12,3,2
12877,female,freshman,3.09,1,7
12878,male,sophomore,3.37,4,2
12879,male,senior,2.29,3,9
12880,female,sophomore,2.36,5,9
12881,male,sophomore,2.58,1,7
12882,female,senior,2.49,1,8
12883,female,junior,2.35,2,9
12884,male,senior,2.77,1,8
12885,male,junior,2.93,5,9
12886,female,senior,2.6,4,8
12887,male,senior,2.96,4,9
12888,male,senior,2.59,1,3
12889,male,junior,2.61,3,2
12890,male,senior,3.7,2,3
12891,male,senior,3.11,5,9
12892,female,sophomore,3.23,4,1
12893,male,senior,3.23,2,4
12894,male,freshman,3.35,1,7
12895,male,senior,3.24,2,3
12896,male,junior,2.09,5,7
12897,male,sophomore,3.04,1,1
12898,male,sophomore,2.67,1,2
12899,female,junior,3.34,1,5
12900,female,sophomore,2.55,1,5
12901,female,junior,2.34,1,1
12902,male,junior,2.63,2,7
12903,female,senior,3.67,4,7
12904,female,junior,3.19,1,5
12905,male,freshman,2.49,3,1
12906,male,junior,2.98,1,2
12907,female,sophomore,2.6,1,7
12908,female,sophomore,2.73,2,7
12909,female,senior,2.33,5,3
12910,female,sophomore,2.33,3,8
12911,male,senior,3.07,4,8
12912,female,senior,2.41,4,9
12913,female,freshman,1.68,3,9
12914,male,senior,2.81,3,5
12915,male,freshman,2.99,2,2
12916,female,sophomore,2.62,5,2
12917,female,junior,2.93,1,8
